"Institute", "Academic Program Name", "Quota", "Seat Type", "Gender", "Opening Rank", "Closing Rank",""
"Motilal Nehru National Institute of Technology Allahabad", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "27175", "30093",""
"Motilal Nehru National Institute of Technology Allahabad", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "970", "970",""
"Motilal Nehru National Institute of Technology Allahabad", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Female-only (including Supernumerary)", "1572", "1572",""
"Motilal Nehru National Institute of Technology Allahabad", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "2486", "2896",""
"Motilal Nehru National Institute of Technology Allahabad", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "5111", "5194",""
"Motilal Nehru National Institute of Technology Allahabad", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "5068", "6744",""
"Motilal Nehru National Institute of Technology Allahabad", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "11141", "11651",""
"Motilal Nehru National Institute of Technology Allahabad", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "500", "500",""
"Motilal Nehru National Institute of Technology Allahabad", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "2470", "3906",""
"Motilal Nehru National Institute of Technology Allahabad", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "4702", "5730",""
"Motilal Nehru National Institute of Technology Allahabad", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "918", "1456",""
"Motilal Nehru National Institute of Technology Allahabad", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "2111", "2111",""
"Motilal Nehru National Institute of Technology Allahabad", "Production and Industrial Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "20855", "27123",""
"Motilal Nehru National Institute of Technology Allahabad", "Production and Industrial Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "36131", "37013",""
"Motilal Nehru National Institute of Technology Allahabad", "Production and Industrial Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "4167", "4517",""
"Motilal Nehru National Institute of Technology Allahabad", "Production and Industrial Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "6622", "6622",""
"Motilal Nehru National Institute of Technology Allahabad", "Production and Industrial Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "8812", "9826",""
"Motilal Nehru National Institute of Technology Allahabad", "Production and Industrial Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "4752", "5139",""
"Motilal Nehru National Institute of Technology Allahabad", "Production and Industrial Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "6994", "6994",""
"Motilal Nehru National Institute of Technology Allahabad", "Production and Industrial Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "3274", "4062",""
"Motilal Nehru National Institute of Technology Allahabad", "Production and Industrial Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "15507", "29798",""
"Motilal Nehru National Institute of Technology Allahabad", "Production and Industrial Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "36601", "36967",""
"Motilal Nehru National Institute of Technology Allahabad", "Production and Industrial Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "1827", "1827",""
"Motilal Nehru National Institute of Technology Allahabad", "Production and Industrial Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "4582", "4781",""
"Motilal Nehru National Institute of Technology Allahabad", "Production and Industrial Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "6456", "6456",""
"Motilal Nehru National Institute of Technology Allahabad", "Production and Industrial Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "9330", "10676",""
"Motilal Nehru National Institute of Technology Allahabad", "Production and Industrial Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "16312", "16312",""
"Motilal Nehru National Institute of Technology Allahabad", "Production and Industrial Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "4905", "5174",""
"Motilal Nehru National Institute of Technology Allahabad", "Production and Industrial Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "7047", "7047",""
"Motilal Nehru National Institute of Technology Allahabad", "Production and Industrial Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2275", "2275",""
"Motilal Nehru National Institute of Technology Allahabad", "Production and Industrial Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "3445", "3445",""
"National Institute of Technology Agartala", "Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "104599", "166551",""
"National Institute of Technology Agartala", "Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "85416", "127794",""
"National Institute of Technology Agartala", "Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "36582", "45613",""
"National Institute of Technology Agartala", "Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "39004", "39004",""
"National Institute of Technology Agartala", "Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "16635", "20579",""
"National Institute of Technology Agartala", "Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "14615", "14615",""
"National Institute of Technology Agartala", "Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "11130", "13702",""
"National Institute of Technology Agartala", "Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "8599", "11790",""
"National Institute of Technology Agartala", "Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "30841", "45573",""
"National Institute of Technology Agartala", "Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "42759", "45771",""
"National Institute of Technology Agartala", "Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "7363", "7676",""
"National Institute of Technology Agartala", "Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "13898", "14865",""
"National Institute of Technology Agartala", "Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "17506", "18491",""
"National Institute of Technology Agartala", "Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "5715", "7144",""
"National Institute of Technology Agartala", "Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "9119", "9119",""
"National Institute of Technology Agartala", "Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2783", "2783",""
"National Institute of Technology Agartala", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "79550", "178772",""
"National Institute of Technology Agartala", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "125784", "156665",""
"National Institute of Technology Agartala", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "2879", "2879",""
"National Institute of Technology Agartala", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "48359", "52011",""
"National Institute of Technology Agartala", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "61045", "61045",""
"National Institute of Technology Agartala", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "17378", "23367",""
"National Institute of Technology Agartala", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "12904", "12904",""
"National Institute of Technology Agartala", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "7592", "19225",""
"National Institute of Technology Agartala", "Chemical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "9917", "17988",""
"National Institute of Technology Agartala", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "28383", "41102",""
"National Institute of Technology Agartala", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "43813", "44984",""
"National Institute of Technology Agartala", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "2091", "2091",""
"National Institute of Technology Agartala", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "6559", "6951",""
"National Institute of Technology Agartala", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "8462", "8462",""
"National Institute of Technology Agartala", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "11398", "13964",""
"National Institute of Technology Agartala", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "16538", "18475",""
"National Institute of Technology Agartala", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "5708", "6820",""
"National Institute of Technology Agartala", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "9066", "9066",""
"National Institute of Technology Agartala", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2479", "2594",""
"National Institute of Technology Agartala", "Chemical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "3518", "3518",""
"National Institute of Technology Agartala", "Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))", "HS", "OPEN", "Gender-Neutral", "115372", "207929",""
"National Institute of Technology Agartala", "Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))", "HS", "EWS", "Gender-Neutral", "57727", "57727",""
"National Institute of Technology Agartala", "Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))", "HS", "SC", "Gender-Neutral", "13806", "25232",""
"National Institute of Technology Agartala", "Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))", "HS", "ST", "Gender-Neutral", "15109", "16954",""
"National Institute of Technology Agartala", "Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))", "OS", "OPEN", "Gender-Neutral", "36519", "47943",""
"National Institute of Technology Agartala", "Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))", "OS", "OBC-NCL", "Gender-Neutral", "15397", "16015",""
"National Institute of Technology Agartala", "Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))", "OS", "SC", "Gender-Neutral", "7121", "7868",""
"National Institute of Technology Agartala", "Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))", "OS", "ST", "Gender-Neutral", "3376", "3376",""
"National Institute of Technology Agartala", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "146802", "172569",""
"National Institute of Technology Agartala", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "94302", "163310",""
"National Institute of Technology Agartala", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "37906", "55232",""
"National Institute of Technology Agartala", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "43060", "43060",""
"National Institute of Technology Agartala", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "13447", "22204",""
"National Institute of Technology Agartala", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "17125", "17574",""
"National Institute of Technology Agartala", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "5624", "9814",""
"National Institute of Technology Agartala", "Civil Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "4463", "6669",""
"National Institute of Technology Agartala", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "22909", "43787",""
"National Institute of Technology Agartala", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "47691", "51952",""
"National Institute of Technology Agartala", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "6999", "7081",""
"National Institute of Technology Agartala", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "8508", "8508",""
"National Institute of Technology Agartala", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "12841", "13946",""
"National Institute of Technology Agartala", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "18606", "19654",""
"National Institute of Technology Agartala", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "892", "892",""
"National Institute of Technology Agartala", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "5406", "6581",""
"National Institute of Technology Agartala", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "9000", "9157",""
"National Institute of Technology Agartala", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1781", "1781",""
"National Institute of Technology Agartala", "Civil Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "2067", "2067",""
"National Institute of Technology Agartala", "Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))", "HS", "OPEN", "Gender-Neutral", "104687", "159651",""
"National Institute of Technology Agartala", "Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))", "HS", "EWS", "Gender-Neutral", "36930", "36930",""
"National Institute of Technology Agartala", "Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))", "HS", "SC", "Gender-Neutral", "15731", "15731",""
"National Institute of Technology Agartala", "Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))", "HS", "ST", "Gender-Neutral", "12648", "20998",""
"National Institute of Technology Agartala", "Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))", "OS", "OPEN", "Gender-Neutral", "8742", "23967",""
"National Institute of Technology Agartala", "Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))", "OS", "EWS", "Gender-Neutral", "4596", "5071",""
"National Institute of Technology Agartala", "Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))", "OS", "OBC-NCL", "Gender-Neutral", "7067", "9822",""
"National Institute of Technology Agartala", "Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))", "OS", "SC", "Gender-Neutral", "4157", "4157",""
"National Institute of Technology Agartala", "Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))", "OS", "ST", "Gender-Neutral", "1935", "1935",""
"National Institute of Technology Agartala", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "24733", "50019",""
"National Institute of Technology Agartala", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "30862", "54242",""
"National Institute of Technology Agartala", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "1801", "2370",""
"National Institute of Technology Agartala", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "10641", "14185",""
"National Institute of Technology Agartala", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "17889", "19404",""
"National Institute of Technology Agartala", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "1854", "7639",""
"National Institute of Technology Agartala", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "3963", "10308",""
"National Institute of Technology Agartala", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "3031", "5868",""
"National Institute of Technology Agartala", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "1508", "2948",""
"National Institute of Technology Agartala", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "8502", "16987",""
"National Institute of Technology Agartala", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "16331", "26706",""
"National Institute of Technology Agartala", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "425", "445",""
"National Institute of Technology Agartala", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Female-only (including Supernumerary)", "1017", "1017",""
"National Institute of Technology Agartala", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "2553", "2710",""
"National Institute of Technology Agartala", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "4407", "4575",""
"National Institute of Technology Agartala", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "4553", "5905",""
"National Institute of Technology Agartala", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "8507", "10668",""
"National Institute of Technology Agartala", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "196", "196",""
"National Institute of Technology Agartala", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "2078", "3154",""
"National Institute of Technology Agartala", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "3322", "4607",""
"National Institute of Technology Agartala", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "907", "1181",""
"National Institute of Technology Agartala", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "1957", "1957",""
"National Institute of Technology Agartala", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "52902", "102944",""
"National Institute of Technology Agartala", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "85988", "119700",""
"National Institute of Technology Agartala", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "366", "366",""
"National Institute of Technology Agartala", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "21651", "27540",""
"National Institute of Technology Agartala", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "22717", "22717",""
"National Institute of Technology Agartala", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "9719", "12854",""
"National Institute of Technology Agartala", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "10703", "16005",""
"National Institute of Technology Agartala", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "10100", "14186",""
"National Institute of Technology Agartala", "Electrical Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "7651", "12508",""
"National Institute of Technology Agartala", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "23266", "32095",""
"National Institute of Technology Agartala", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "35862", "39335",""
"National Institute of Technology Agartala", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "1040", "1040",""
"National Institute of Technology Agartala", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "5007", "5377",""
"National Institute of Technology Agartala", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "7161", "7161",""
"National Institute of Technology Agartala", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "8769", "10820",""
"National Institute of Technology Agartala", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "16268", "16392",""
"National Institute of Technology Agartala", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "795", "795",""
"National Institute of Technology Agartala", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "4277", "5184",""
"National Institute of Technology Agartala", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "6744", "7516",""
"National Institute of Technology Agartala", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1512", "2035",""
"National Institute of Technology Agartala", "Electrical Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "2166", "2166",""
"National Institute of Technology Agartala", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "51944", "71305",""
"National Institute of Technology Agartala", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "56926", "71032",""
"National Institute of Technology Agartala", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "15788", "21630",""
"National Institute of Technology Agartala", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "20466", "20466",""
"National Institute of Technology Agartala", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "8243", "9088",""
"National Institute of Technology Agartala", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "10647", "13949",""
"National Institute of Technology Agartala", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "5889", "12052",""
"National Institute of Technology Agartala", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "6276", "11957",""
"National Institute of Technology Agartala", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "18655", "25045",""
"National Institute of Technology Agartala", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "32605", "35933",""
"National Institute of Technology Agartala", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "818", "818",""
"National Institute of Technology Agartala", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Female-only (including Supernumerary)", "932", "932",""
"National Institute of Technology Agartala", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "3857", "4096",""
"National Institute of Technology Agartala", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "5727", "5727",""
"National Institute of Technology Agartala", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "6506", "7806",""
"National Institute of Technology Agartala", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "11438", "14208",""
"National Institute of Technology Agartala", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "551", "551",""
"National Institute of Technology Agartala", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "3514", "4270",""
"National Institute of Technology Agartala", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "5142", "5273",""
"National Institute of Technology Agartala", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1487", "1866",""
"National Institute of Technology Agartala", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "2490", "2490",""
"National Institute of Technology Agartala", "Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "78167", "121154",""
"National Institute of Technology Agartala", "Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "95743", "122152",""
"National Institute of Technology Agartala", "Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "25495", "33372",""
"National Institute of Technology Agartala", "Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "50316", "50316",""
"National Institute of Technology Agartala", "Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "13150", "14561",""
"National Institute of Technology Agartala", "Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "10922", "17471",""
"National Institute of Technology Agartala", "Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "12912", "18668",""
"National Institute of Technology Agartala", "Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "16681", "18371",""
"National Institute of Technology Agartala", "Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "26756", "32751",""
"National Institute of Technology Agartala", "Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "40513", "40887",""
"National Institute of Technology Agartala", "Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "2267", "2405",""
"National Institute of Technology Agartala", "Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "5460", "5618",""
"National Institute of Technology Agartala", "Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "7414", "7414",""
"National Institute of Technology Agartala", "Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "8863", "11207",""
"National Institute of Technology Agartala", "Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "14392", "15277",""
