"Institute", "Academic Program Name", "Quota", "Seat Type", "Gender", "Opening Rank","Closing Rank" ,"Institute Type"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "15807","17582" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "26724","26724" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "961","961" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "2960","2960" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "5831","5986" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "11518","11518" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "632","632" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "3290","3575" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "5427","5427" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Electronics and VLSI Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1446","1446" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "52141","67697" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "48952","60407" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "1499","1499" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "15226","17087" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "22125","22125" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "55253","83736" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "65306","66884" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "10568","13382" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "11795","11795" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "36660","48352" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "56237","57126" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "7894","8345" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "9811","9811" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "14580","14920" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "19478","20474" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "7512","8751" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "10966","10966" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2982","2982" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Industrial and Production Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "4579","4579" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "16378","21634" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "17580","22472" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "OPEN (PwD)", "Gender-Neutral", "1546","1546" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "3784","4030" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "4358","4358" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "12636","17679" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "12114","17473" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "3079","3397" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "5369","5390" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "ST", "Gender-Neutral", "11802","15430" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "HS", "ST", "Female-only (including Supernumerary)", "2904","2904" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "11431","13180" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "18312","21588" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "350","350" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "1898","2047" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "3696","3696" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "EWS (PwD)", "Gender-Neutral", "110","110" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "4069","4788" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "6883","8412" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "OBC-NCL (PwD)", "Gender-Neutral", "241","241" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "2332","2781" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "3340","3712" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "1134","1272" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Information Technology (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "1086","1086" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "34368","43317" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "27359","39603" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "7012","7863" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "13665","13665" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "23096","44315" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "37297","44310" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "5321","9232" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "7682","7682" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "24861","33381" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "34155","38222" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "5388","6068" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "6513","6513" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "9212","10698" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Female-only (including Supernumerary)", "16123","16808" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Gender-Neutral", "6236","6833" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "SC", "Female-only (including Supernumerary)", "8074","9095" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Gender-Neutral", "2215","2437" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Instrumentation and Control Engineering (4 Years, Bachelor of Technology)", "OS", "ST", "Female-only (including Supernumerary)", "4416","4416" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Gender-Neutral", "39276","47162" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OPEN", "Female-only (including Supernumerary)", "40381","54648" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Gender-Neutral", "7603","8049" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "EWS", "Female-only (including Supernumerary)", "8973","8973" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Gender-Neutral", "31299","46620" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "OBC-NCL", "Female-only (including Supernumerary)", "30887","57933" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Gender-Neutral", "4601","8648" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "HS", "SC", "Female-only (including Supernumerary)", "7600","7839" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Gender-Neutral", "26521","33152" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN", "Female-only (including Supernumerary)", "36772","45565" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OPEN (PwD)", "Gender-Neutral", "2208","2208" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Gender-Neutral", "5545","5900" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "EWS", "Female-only (including Supernumerary)", "7753","7753" ,"NIT"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar", "Mechanical Engineering (4 Years, Bachelor of Technology)", "OS", "OBC-NCL", "Gender-Neutral", "9115","10785" ,"NIT"
