"Institute", "Academic Program Name", "Quota", "Seat Type", "Gender", "Opening Rank", "Closing Rank","State","Institute Type"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh", "Computer Science and Engineering (Cyber Security) (4 Years, Bachelor of Technology)", "AI", "ST", "Gender-Neutral", "4542", "4580","Himachal Pradesh","IIIT"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh", "Computer Science and Engineering (Data Science) (4 Years, Bachelor of Technology)", "AI", "OPEN", "Gender-Neutral", "27980", "30485","Himachal Pradesh","IIIT"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh", "Computer Science and Engineering (Data Science) (4 Years, Bachelor of Technology)", "AI", "EWS", "Gender-Neutral", "5311", "5484","Himachal Pradesh","IIIT"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh", "Computer Science and Engineering (Data Science) (4 Years, Bachelor of Technology)", "AI", "OBC-NCL", "Gender-Neutral", "11265", "13073","Himachal Pradesh","IIIT"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh", "Computer Science and Engineering (Data Science) (4 Years, Bachelor of Technology)", "AI", "SC", "Gender-Neutral", "7494", "7990","Himachal Pradesh","IIIT"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh", "Computer Science and Engineering (Data Science) (4 Years, Bachelor of Technology)", "AI", "ST", "Gender-Neutral", "4490", "4605","Himachal Pradesh","IIIT"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "OPEN", "Gender-Neutral", "28230", "37935","Himachal Pradesh","IIIT"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "OPEN", "Female-only (including Supernumerary)", "37389", "37389","Himachal Pradesh","IIIT"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "OPEN (PwD)", "Gender-Neutral", "3688", "3688","Himachal Pradesh","IIIT"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "EWS", "Gender-Neutral", "6161", "6728","Himachal Pradesh","IIIT"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "OBC-NCL", "Gender-Neutral", "12339", "16185","Himachal Pradesh","IIIT"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "OBC-NCL", "Female-only (including Supernumerary)", "17889", "17889","Himachal Pradesh","IIIT"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "SC", "Gender-Neutral", "7166", "9737","Himachal Pradesh","IIIT"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "SC", "Female-only (including Supernumerary)", "10873", "10873","Himachal Pradesh","IIIT"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "ST", "Gender-Neutral", "3118", "4987","Himachal Pradesh","IIIT"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh", "Information Technology (4 Years, Bachelor of Technology)", "AI", "OPEN", "Gender-Neutral", "29569", "33023","Himachal Pradesh","IIIT"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh", "Information Technology (4 Years, Bachelor of Technology)", "AI", "OPEN", "Female-only (including Supernumerary)", "30920", "30920","Himachal Pradesh","IIIT"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh", "Information Technology (4 Years, Bachelor of Technology)", "AI", "OPEN (PwD)", "Gender-Neutral", "1717", "1717","Himachal Pradesh","IIIT"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh", "Information Technology (4 Years, Bachelor of Technology)", "AI", "EWS", "Gender-Neutral", "5420", "6044","Himachal Pradesh","IIIT"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh", "Information Technology (4 Years, Bachelor of Technology)", "AI", "OBC-NCL", "Gender-Neutral", "12245", "14170","Himachal Pradesh","IIIT"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh", "Information Technology (4 Years, Bachelor of Technology)", "AI", "OBC-NCL", "Female-only (including Supernumerary)", "17018", "17018","Himachal Pradesh","IIIT"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh", "Information Technology (4 Years, Bachelor of Technology)", "AI", "SC", "Gender-Neutral", "5026", "9195","Himachal Pradesh","IIIT"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh", "Information Technology (4 Years, Bachelor of Technology)", "AI", "ST", "Gender-Neutral", "3694", "4937","Himachal Pradesh","IIIT"
"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh", "Information Technology (4 Years, Bachelor of Technology)", "AI", "ST", "Female-only (including Supernumerary)", "4365", "4365","Himachal Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)", "AI", "OPEN", "Gender-Neutral", "12583", "28509","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)", "AI", "OPEN", "Female-only (including Supernumerary)", "25567", "32036","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)", "AI", "OPEN (PwD)", "Gender-Neutral", "710", "710","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)", "AI", "EWS", "Gender-Neutral", "4532", "4983","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)", "AI", "OBC-NCL", "Gender-Neutral", "8346", "11996","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)", "AI", "OBC-NCL", "Female-only (including Supernumerary)", "12461", "12461","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)", "AI", "SC", "Gender-Neutral", "5423", "7771","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)", "AI", "ST", "Gender-Neutral", "2718", "3902","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "OPEN", "Gender-Neutral", "15850", "26444","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "OPEN", "Female-only (including Supernumerary)", "11742", "30676","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "OPEN (PwD)", "Gender-Neutral", "1162", "1335","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "EWS", "Gender-Neutral", "4199", "4857","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "EWS", "Female-only (including Supernumerary)", "5250", "5599","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "EWS (PwD)", "Gender-Neutral", "295", "295","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "OBC-NCL", "Gender-Neutral", "7089", "11112","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "OBC-NCL", "Female-only (including Supernumerary)", "10622", "12540","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "OBC-NCL (PwD)", "Gender-Neutral", "555", "882","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "SC", "Gender-Neutral", "4696", "8121","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "SC", "Female-only (including Supernumerary)", "7118", "7928","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "SC (PwD)", "Gender-Neutral", "184", "184","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "ST", "Gender-Neutral", "2438", "3930","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "ST", "Female-only (including Supernumerary)", "2895", "2895","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "OPEN", "Gender-Neutral", "27898", "36490","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "OPEN", "Female-only (including Supernumerary)", "31852", "38333","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "OPEN (PwD)", "Gender-Neutral", "1774", "1774","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "EWS", "Gender-Neutral", "6078", "6535","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "OBC-NCL", "Gender-Neutral", "11733", "14065","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "OBC-NCL", "Female-only (including Supernumerary)", "12833", "13601","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "OBC-NCL (PwD)", "Gender-Neutral", "1333", "1333","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "SC", "Gender-Neutral", "6520", "9656","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "SC", "Female-only (including Supernumerary)", "10281", "10281","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology (IIIT), Sri City, Chittoor", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "ST", "Gender-Neutral", "3861", "4141","Andhra Pradesh","IIIT"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "OPEN", "Gender-Neutral", "10274", "21838","Gujarat","IIIT"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "OPEN", "Female-only (including Supernumerary)", "23161", "30490","Gujarat","IIIT"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "OPEN (PwD)", "Gender-Neutral", "1383", "1946","Gujarat","IIIT"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "OPEN (PwD)", "Female-only (including Supernumerary)", "681", "681","Gujarat","IIIT"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "EWS", "Gender-Neutral", "3655", "4092","Gujarat","IIIT"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "EWS", "Female-only (including Supernumerary)", "5021", "6025","Gujarat","IIIT"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "EWS (PwD)", "Gender-Neutral", "390", "390","Gujarat","IIIT"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "OBC-NCL", "Gender-Neutral", "6971", "9909","Gujarat","IIIT"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "OBC-NCL", "Female-only (including Supernumerary)", "8473", "15791","Gujarat","IIIT"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "OBC-NCL (PwD)", "Gender-Neutral", "1113", "1205","Gujarat","IIIT"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "SC", "Gender-Neutral", "3805", "7532","Gujarat","IIIT"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "SC", "Female-only (including Supernumerary)", "5936", "7556","Gujarat","IIIT"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "ST", "Gender-Neutral", "1345", "3451","Gujarat","IIIT"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "ST", "Female-only (including Supernumerary)", "2494", "2926","Gujarat","IIIT"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat", "Information Technology (4 Years, Bachelor of Technology)", "AI", "OPEN", "Gender-Neutral", "21896", "23624","Gujarat","IIIT"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat", "Information Technology (4 Years, Bachelor of Technology)", "AI", "OPEN", "Female-only (including Supernumerary)", "31434", "33467","Gujarat","IIIT"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat", "Information Technology (4 Years, Bachelor of Technology)", "AI", "OPEN (PwD)", "Gender-Neutral", "2100", "2100","Gujarat","IIIT"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat", "Information Technology (4 Years, Bachelor of Technology)", "AI", "EWS", "Gender-Neutral", "4101", "4255","Gujarat","IIIT"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat", "Information Technology (4 Years, Bachelor of Technology)", "AI", "EWS", "Female-only (including Supernumerary)", "6420", "6420","Gujarat","IIIT"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat", "Information Technology (4 Years, Bachelor of Technology)", "AI", "OBC-NCL", "Gender-Neutral", "8800", "11316","Gujarat","IIIT"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat", "Information Technology (4 Years, Bachelor of Technology)", "AI", "OBC-NCL", "Female-only (including Supernumerary)", "15814", "16080","Gujarat","IIIT"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat", "Information Technology (4 Years, Bachelor of Technology)", "AI", "SC", "Gender-Neutral", "7544", "8179","Gujarat","IIIT"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat", "Information Technology (4 Years, Bachelor of Technology)", "AI", "SC", "Female-only (including Supernumerary)", "6596", "6596","Gujarat","IIIT"
"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat", "Information Technology (4 Years, Bachelor of Technology)", "AI", "ST", "Gender-Neutral", "2882", "3507","Gujarat","IIIT"
"Indian Institute of Information Technology, Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "OPEN", "Gender-Neutral", "5569", "7758","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "OPEN", "Female-only (including Supernumerary)", "10761", "14319","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "OPEN (PwD)", "Gender-Neutral", "337", "344","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "OPEN (PwD)", "Female-only (including Supernumerary)", "487", "487","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "EWS", "Gender-Neutral", "1063", "1376","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "EWS", "Female-only (including Supernumerary)", "2165", "2348","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "EWS (PwD)", "Gender-Neutral", "92", "92","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "OBC-NCL", "Gender-Neutral", "2428", "3558","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "OBC-NCL", "Female-only (including Supernumerary)", "6185", "7281","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "OBC-NCL (PwD)", "Gender-Neutral", "193", "193","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "SC", "Gender-Neutral", "1144", "2402","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "SC", "Female-only (including Supernumerary)", "2564", "4416","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "SC (PwD)", "Gender-Neutral", "88", "88","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "ST", "Gender-Neutral", "910", "1310","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "ST", "Female-only (including Supernumerary)", "2680", "2784","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology (4 Years, Bachelor of Technology)", "AI", "OPEN", "Gender-Neutral", "1581", "5202","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology (4 Years, Bachelor of Technology)", "AI", "OPEN", "Female-only (including Supernumerary)", "4142", "9457","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology (4 Years, Bachelor of Technology)", "AI", "OPEN (PwD)", "Gender-Neutral", "229", "284","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology (4 Years, Bachelor of Technology)", "AI", "OPEN (PwD)", "Female-only (including Supernumerary)", "1011", "1011","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology (4 Years, Bachelor of Technology)", "AI", "EWS", "Gender-Neutral", "724", "986","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology (4 Years, Bachelor of Technology)", "AI", "EWS", "Female-only (including Supernumerary)", "1389", "1801","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology (4 Years, Bachelor of Technology)", "AI", "EWS (PwD)", "Gender-Neutral", "52", "52","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology (4 Years, Bachelor of Technology)", "AI", "OBC-NCL", "Gender-Neutral", "1119", "2509","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology (4 Years, Bachelor of Technology)", "AI", "OBC-NCL", "Female-only (including Supernumerary)", "2473", "5104","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology (4 Years, Bachelor of Technology)", "AI", "OBC-NCL (PwD)", "Gender-Neutral", "174", "261","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology (4 Years, Bachelor of Technology)", "AI", "OBC-NCL (PwD)", "Female-only (including Supernumerary)", "502", "502","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology (4 Years, Bachelor of Technology)", "AI", "SC", "Gender-Neutral", "609", "1562","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology (4 Years, Bachelor of Technology)", "AI", "SC", "Female-only (including Supernumerary)", "1036", "3003","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology (4 Years, Bachelor of Technology)", "AI", "SC (PwD)", "Gender-Neutral", "27", "44","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology (4 Years, Bachelor of Technology)", "AI", "ST", "Gender-Neutral", "441", "888","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology (4 Years, Bachelor of Technology)", "AI", "ST", "Female-only (including Supernumerary)", "962", "1879","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology-Business Informatics (4 Years, Bachelor of Technology)", "AI", "OPEN", "Gender-Neutral", "4252", "5392","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology-Business Informatics (4 Years, Bachelor of Technology)", "AI", "OPEN", "Female-only (including Supernumerary)", "9159", "9754","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology-Business Informatics (4 Years, Bachelor of Technology)", "AI", "OPEN (PwD)", "Gender-Neutral", "280", "280","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology-Business Informatics (4 Years, Bachelor of Technology)", "AI", "EWS", "Gender-Neutral", "887", "994","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology-Business Informatics (4 Years, Bachelor of Technology)", "AI", "EWS", "Female-only (including Supernumerary)", "2009", "2009","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology-Business Informatics (4 Years, Bachelor of Technology)", "AI", "OBC-NCL", "Gender-Neutral", "1950", "2639","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology-Business Informatics (4 Years, Bachelor of Technology)", "AI", "OBC-NCL", "Female-only (including Supernumerary)", "5184", "5423","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology-Business Informatics (4 Years, Bachelor of Technology)", "AI", "OBC-NCL (PwD)", "Gender-Neutral", "278", "278","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology-Business Informatics (4 Years, Bachelor of Technology)", "AI", "SC", "Gender-Neutral", "1023", "1695","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology-Business Informatics (4 Years, Bachelor of Technology)", "AI", "SC", "Female-only (including Supernumerary)", "836", "836","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology-Business Informatics (4 Years, Bachelor of Technology)", "AI", "ST", "Gender-Neutral", "916", "952","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Allahabad", "Information Technology-Business Informatics (4 Years, Bachelor of Technology)", "AI", "ST", "Female-only (including Supernumerary)", "1893", "1893","Uttar Pradesh","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "B.Tech in Mechanical Engineering and M.Tech in AI and Robotics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))", "AI", "OPEN", "Gender-Neutral", "24530", "39290","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "B.Tech in Mechanical Engineering and M.Tech in AI and Robotics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))", "AI", "EWS", "Gender-Neutral", "6555", "7490","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "B.Tech in Mechanical Engineering and M.Tech in AI and Robotics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))", "AI", "OBC-NCL", "Gender-Neutral", "11596", "15798","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "B.Tech in Mechanical Engineering and M.Tech in AI and Robotics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))", "AI", "OBC-NCL (PwD)", "Gender-Neutral", "1244", "1244","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "B.Tech in Mechanical Engineering and M.Tech in AI and Robotics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))", "AI", "SC", "Gender-Neutral", "6697", "8025","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "B.Tech in Mechanical Engineering and M.Tech in AI and Robotics (5 Years, B.Tech. + M.Tech./MS (Dual Degree))", "AI", "ST", "Gender-Neutral", "2782", "3122","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "OPEN", "Gender-Neutral", "25389", "32117","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "OPEN", "Female-only (including Supernumerary)", "33257", "40124","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "OPEN (PwD)", "Gender-Neutral", "2109", "2109","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "EWS", "Gender-Neutral", "5569", "5662","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "OBC-NCL", "Gender-Neutral", "10937", "11387","Tamil Nadu","IIIT"
